Titre,Démarrage,Entrées totales,Réalisateur,moyenne_fr_realisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire,film_id,realisateur_id,rang,titre_vo,annee,entrees,salles,moy_salle,part_marche,affiche,acteurs,moyennes_individuelles_acteurs,max_moyenne,moyennebestactors
pierre lapin,495488.0,1737492,,,Etats-Unis,Film familial,2018-04-04,Tous publics,Sony Pictures,1,8,1.0,,"Rose Byrne, Sam Neill",17725,,885,,2018,495488,550,901,29  %,cinema/images/posters/17725-20180203112515-1.jpg,"[{'id': '854', 'name': 'Rose Byrne', 'role': 'Second rôle', 'character': 'Bea'}, {'id': '327', 'name': 'Sam Neill', 'role': 'Second rôle', 'character': 'Le vieux McGregor'}, {'id': '1013', 'name': 'Margot Robbie', 'role': 'Voix-off', 'character': 'Flopsaut'}]","[{'name': 'Rose Byrne', 'moyenne': 874493}, {'name': 'Sam Neill', 'moyenne': 847100}, {'name': 'Margot Robbie', 'moyenne': 1286424}]",1286424.0,1002672.3333333334
décalage horaire,496630.0,1069417,Danièle Thompson,1170348.0,France,Comédie,2002-10-30,Tous publics,Bac Films,0,4,2.0,"Juliette Binoche, Jean Reno",Sergi Lopez,1782,797.0,882,Décalage horaire,2002,496630,504,985,46  %,cinema/images/posters/decalagehoraire.jpg,"[{'id': '49', 'name': 'Juliette Binoche', 'role': 'Rôle principal', 'character': 'Rose'}, {'id': '210', 'name': 'Jean Reno', 'role': 'Rôle principal', 'character': 'Félix'}, {'id': '719', 'name': 'Sergi Lopez', 'role': 'Second rôle', 'character': 'Sergio'}]","[{'name': 'Juliette Binoche', 'moyenne': 451561}, {'name': 'Jean Reno', 'moyenne': 1397999}, {'name': 'Sergi Lopez', 'moyenne': 262656}]",1397999.0,704072.0
le voyage d'arlo,497602.0,2748507,,,Etats-Unis,Animation,2015-11-25,Tous publics,Walt Disney Pictures,0,8,2.0,,,13668,,878,,2015,497602,644,773,18  %,cinema/images/posters/13668-20151115085229-2.jpg,,,,
destination finale 5,497796.0,956967,,,Etats-Unis,Horreur,2011-08-31,Moins de 12 ans,Warner Bros.,1,5,1.0,,,11397,,877,,2011,497796,360,1383,52  %,cinema/images/posters/11397-20110830070846.jpg,,,,
#titanic (3d),,1139388,James Cameron,4463414.0,Etats-Unis,Drame,2012-04-04,Tous publics,UFD,0,4,2.0,"Leonardo DiCaprio, Kate Winslet",,12520,174.0,876,#Titanic (3D),2012,498212,331,1505,44  %,cinema/images/posters/12520-20120310050303.jpg,"[{'id': '233', 'name': 'Leonardo DiCaprio', 'role': 'Rôle principal', 'character': 'Jack Dawson'}, {'id': '231', 'name': 'Kate Winslet', 'role': 'Rôle principal', 'character': 'Rose DeWitt Bukater'}]","[{'name': 'Leonardo DiCaprio', 'moyenne': 2167821}, {'name': 'Kate Winslet', 'moyenne': 1529444}]",2167821.0,1848632.5
l'auberge espagnole,508466.0,2971899,,,France,Comédie,2002-06-19,Tous publics,Mars Distribution,0,0,,,,1754,,853,,2002,508466,348,1461,17  %,cinema/images/posters/aubergeespagnole.jpg,,,,
le drôle de noël de scrooge,499094.0,1410673,Robert Zemeckis,1601292.0,Etats-Unis,Animation,2009-11-25,Tous publics,Walt Disney Pictures,0,7,3.0,,,10611,313.0,875,A Christmas Carol,2009,499094,508,982,35  %,cinema/images/posters/10611-20131228014839.jpg,"[{'id': '175', 'name': 'Jim Carrey', 'role': 'Voix-off', 'character': ""Ebenezer Scrooge / L'Esprit des Noëls passés / L'Esprit du Noël présent / L'Esprit des Noëls à venir""}, {'id': '491', 'name': 'Colin Firth', 'role': 'Voix-off', 'character': 'Fred'}, {'id': '149', 'name': 'Gary Oldman', 'role': 'Voix-off', 'character': 'Bob Cratchit / Tiny Tim / le fantôme de Marley / Marley jeune'}, {'id': '453', 'name': 'Robin Wright', 'role': 'Voix-off', 'character': 'Belle / Fan'}]","[{'name': 'Jim Carrey', 'moyenne': 1069923}, {'name': 'Colin Firth', 'moyenne': 729090}, {'name': 'Gary Oldman', 'moyenne': 1667324}, {'name': 'Robin Wright', 'moyenne': 666646}]",1667324.0,1155445.6666666667
les croods,500528.0,2350349,,,Etats-Unis,Animation,2013-04-10,Tous publics,20th Century Fox,0,8,2.0,,,12688,,873,,2013,500528,661,757,21  %,cinema/images/posters/12688-20131228124253.jpg,"[{'id': '271', 'name': 'Nicolas Cage', 'role': 'Voix-off', 'character': 'Grug'}, {'id': '862', 'name': 'Kev Adams', 'role': 'Voix-off', 'character': 'Guy'}, {'id': '679', 'name': 'Ryan Reynolds', 'role': 'Voix-off', 'character': 'Guy'}, {'id': '838', 'name': 'Emma Stone', 'role': 'Voix-off', 'character': 'Eep'}]","[{'name': 'Nicolas Cage', 'moyenne': 608203}, {'name': 'Kev Adams', 'moyenne': 1422375}, {'name': 'Ryan Reynolds', 'moyenne': 855619}, {'name': 'Emma Stone', 'moyenne': 765010}]",1422375.0,1014334.6666666666
les croods 2 : une nouvelle ère,500697.0,1100998,,,Etats-Unis,Animation,2021-07-07,Tous publics,Universal,0,5,2.0,,,20791,,872,,2021,500697,693,723,45  %,cinema/images/posters/20791-20201121033622-0.jpg,"[{'id': '271', 'name': 'Nicolas Cage', 'role': 'Voix-off', 'character': 'Crug'}, {'id': '679', 'name': 'Ryan Reynolds', 'role': 'Voix-off', 'character': 'Guy'}, {'id': '838', 'name': 'Emma Stone', 'role': 'Voix-off', 'character': 'Eep'}]","[{'name': 'Nicolas Cage', 'moyenne': 608203}, {'name': 'Ryan Reynolds', 'moyenne': 855619}, {'name': 'Emma Stone', 'moyenne': 765010}]",855619.0,742944.0
le baiser mortel du dragon,505980.0,1101092,,,France,Aventure - Action,2001-08-01,Moins de 12 ans,EuropaCorp,1,5,1.0,Jet Li,,2117,,859,,2001,505980,612,827,46  %,cinema/images/posters/kissdragon.jpg,"[{'id': '197', 'name': 'Jet Li', 'role': 'Rôle principal', 'character': 'Liu Jian'}]","[{'name': 'Jet Li', 'moyenne': 863290}]",863290.0,863290.0
möbius,506674.0,1095433,Eric Rochant,400907.0,France,Thriller,2013-02-27,Tous publics,EuropaCorp,0,5,2.0,"Cécile De France, Jean Dujardin",Emilie Dequenne,13128,800.0,858,Möbius,2013,506674,469,1080,46  %,cinema/images/posters/13128-20130127070113.jpg,"[{'id': '75', 'name': 'Cécile De France', 'role': 'Rôle principal', 'character': 'Alice'}, {'id': '186', 'name': 'Jean Dujardin', 'role': 'Rôle principal', 'character': 'Moïse/Grégory Liubov'}, {'id': '459', 'name': 'Emilie Dequenne', 'role': 'Second rôle', 'character': 'Sandra'}]","[{'name': 'Cécile De France', 'moyenne': 644071}, {'name': 'Jean Dujardin', 'moyenne': 1376846}, {'name': 'Emilie Dequenne', 'moyenne': 399313}]",1376846.0,806743.3333333334
les noces funèbres,506716.0,1384877,Tim Burton,1802759.0,Etats-Unis,Animation,2005-10-19,Tous publics,Warner Bros.,0,3,2.0,,,727,338.0,857,Corpse Bride,2005,506716,427,1187,37  %,cinema/images/posters/corpsebride.jpg,"[{'id': '480', 'name': 'Helena Bonham Carter', 'role': 'Voix-off', 'character': ''}, {'id': '185', 'name': 'Johnny Depp', 'role': 'Voix-off', 'character': 'Victor'}, {'id': '403', 'name': 'Emily Watson', 'role': 'Voix-off', 'character': 'Victoria Everglot'}]","[{'name': 'Helena Bonham Carter', 'moyenne': 1875890}, {'name': 'Johnny Depp', 'moyenne': 1284078}, {'name': 'Emily Watson', 'moyenne': 322618}]",1875890.0,1160862.0
les frères grimm,506944.0,1487950,Terry Gilliam,825595.0,Grande-Bretagne,Fantasy,2005-10-05,Tous publics,Metropolitan,1,4,1.0,"Matt Damon, Heath Ledger",Monica Bellucci,725,340.0,856,The Brothers Grimm,2005,506944,456,1112,34  %,cinema/images/posters/grimm.jpg,"[{'id': '248', 'name': 'Matt Damon', 'role': 'Rôle principal', 'character': 'Wilhelm Grimm'}, {'id': '162', 'name': 'Heath Ledger', 'role': 'Rôle principal', 'character': 'Jacob Grimm'}, {'id': '43', 'name': 'Monica Bellucci', 'role': 'Second rôle', 'character': 'La Reine du miroir'}]","[{'name': 'Matt Damon', 'moyenne': 1033919}, {'name': 'Heath Ledger', 'moyenne': 695948}, {'name': 'Monica Bellucci', 'moyenne': 1182197}]",1182197.0,970688.0
seuls two,507398.0,946060,,,France,Comédie,2008-06-25,Tous publics,Warner Bros.,0,5,2.0,"Ramzy Bedia, Eric Judor",Omar Sy,10191,,855,,2008,507398,549,924,54  %,cinema/images/posters/np_10191.jpg,"[{'id': '550', 'name': 'Ramzy Bedia', 'role': 'Rôle principal', 'character': 'Curtis'}, {'id': '549', 'name': 'Eric Judor', 'role': 'Rôle principal', 'character': 'Gervais'}, {'id': '783', 'name': 'Omar Sy', 'role': 'Second rôle', 'character': 'Sammy Bouglioni'}, {'id': '415', 'name': 'Edouard Baer', 'role': 'Apparition', 'character': 'Le Prêtre'}, {'id': '435', 'name': 'Elodie Bouchez', 'role': 'Apparition', 'character': 'Juliette'}, {'id': '53', 'name': 'Benoît Magimel', 'role': 'Apparition', 'character': 'Acteur'}, {'id': '229', 'name': 'Kristin Scott Thomas', 'role': 'Apparition', 'character': 'Actrice'}]","[{'name': 'Ramzy Bedia', 'moyenne': 980380}, {'name': 'Eric Judor', 'moyenne': 1024553}, {'name': 'Omar Sy', 'moyenne': 1789989}, {'name': 'Edouard Baer', 'moyenne': 765735}, {'name': 'Elodie Bouchez', 'moyenne': 480490}, {'name': 'Benoît Magimel', 'moyenne': 593227}, {'name': 'Kristin Scott Thomas', 'moyenne': 744904}]",1789989.0,1264974.0
"sweeney todd, le diabolique barbier de fleet street",507434.0,1047271,Tim Burton,1802759.0,Etats-Unis,Musical,2008-01-23,Moins de 12 ans,Warner Bros.,1,3,1.0,"Helena Bonham Carter, Johnny Depp","Sacha Baron Cohen, Alan Rickman",298,338.0,854,Sweeney Todd: The Demon Barber of Fleet Street,2008,507434,365,1390,48  %,cinema/images/posters/np_298.jpg,"[{'id': '480', 'name': 'Helena Bonham Carter', 'role': 'Rôle principal', 'character': 'Madame Lovett'}, {'id': '185', 'name': 'Johnny Depp', 'role': 'Rôle principal', 'character': 'Sweeney Todd'}, {'id': '593', 'name': 'Sacha Baron Cohen', 'role': 'Second rôle', 'character': 'Pirelli'}, {'id': '423', 'name': 'Alan Rickman', 'role': 'Second rôle', 'character': 'le Juge Turpin'}]","[{'name': 'Helena Bonham Carter', 'moyenne': 1875890}, {'name': 'Johnny Depp', 'moyenne': 1284078}, {'name': 'Sacha Baron Cohen', 'moyenne': 668612}, {'name': 'Alan Rickman', 'moyenne': 2368829}]",2368829.0,1842932.3333333333
babylon,508796.0,1505989,Damien Chazelle,1424666.0,Etats-Unis,Drame,2023-01-18,Tous publics,Paramount,0,7,2.0,"Brad Pitt, Margot Robbie",Tobey Maguire,21760,991.0,852,Babylon,2023,508796,584,871,34  %,cinema/images/posters/21760-20230308063925.jpg,"[{'id': '56', 'name': 'Brad Pitt', 'role': 'Rôle principal', 'character': 'Jack Conrad'}, {'id': '1013', 'name': 'Margot Robbie', 'role': 'Rôle principal', 'character': 'Nellie LaRoy'}, {'id': '344', 'name': 'Tobey Maguire', 'role': 'Second rôle', 'character': 'James McKay'}]","[{'name': 'Brad Pitt', 'moyenne': 1326866}, {'name': 'Margot Robbie', 'moyenne': 1286424}, {'name': 'Tobey Maguire', 'moyenne': 1529110}]",1529110.0,1380800.0
30 jours max,508815.0,1324568,,,France,Comédie,2020-10-14,Tous publics,Studiocanal,1,7,1.0,Philippe Lacheau,José Garcia,20747,,851,,2020,508815,615,827,38  %,cinema/images/posters/20747-20201011072507-0.jpg,"[{'id': '941', 'name': 'Philippe Lacheau', 'role': 'Rôle principal', 'character': 'Tony'}, {'id': '189', 'name': 'José Garcia', 'role': 'Second rôle', 'character': 'Le Rat'}]","[{'name': 'Philippe Lacheau', 'moyenne': 2058071}, {'name': 'José Garcia', 'moyenne': 1089910}]",2058071.0,1573990.5
destination finale 4 - 3d,508830.0,1109984,,,Etats-Unis,Horreur,2009-08-26,Moins de 12 ans,Metropolitan,0,6,2.0,,,10417,,850,,2009,508830,398,1278,46  %,cinema/images/posters/10417-20090810110815.jpg,,,,
apparences,508911.0,1816041,Robert Zemeckis,1601292.0,Etats-Unis,Thriller,2000-09-13,Moins de 12 ans,UFD,1,7,1.0,"Harrison Ford, Michelle Pfeiffer",,2420,313.0,849,What Lies Beneath,2000,508911,395,1288,28  %,cinema/images/posters/whatliesbeneath.jpg,"[{'id': '157', 'name': 'Harrison Ford', 'role': 'Rôle principal', 'character': 'Norman Spencer'}, {'id': '262', 'name': 'Michelle Pfeiffer', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Harrison Ford', 'moyenne': 1549858}, {'name': 'Michelle Pfeiffer', 'moyenne': 877204}]",1549858.0,1213531.0
clones,508980.0,1021427,Jonathan Mostow,1259329.0,Etats-Unis,Science Fiction,2009-10-28,Tous publics,Walt Disney Pictures,0,4,5.0,"Rosamund Pike, Bruce Willis",,10631,595.0,848,Surrogates,2009,508980,301,1691,50  %,cinema/images/posters/10631-20090909090917.jpg,"[{'id': '955', 'name': 'Rosamund Pike', 'role': 'Rôle principal', 'character': 'Maggie Greer'}, {'id': '67', 'name': 'Bruce Willis', 'role': 'Rôle principal', 'character': 'Greer'}]","[{'name': 'Rosamund Pike', 'moyenne': 578277}, {'name': 'Bruce Willis', 'moyenne': 1133115}]",1133115.0,855696.0
hunger games,509426.0,1730052,,,Etats-Unis,Fantasy,2012-03-21,Tous publics,Metropolitan,1,7,1.0,Jennifer Lawrence,Woody Harrelson,12475,,846,,2012,509426,706,722,29  %,cinema/images/posters/12475-20111219031204.jpg,"[{'id': '788', 'name': 'Jennifer Lawrence', 'role': 'Rôle principal', 'character': 'Katniss Everdeen'}, {'id': '361', 'name': 'Woody Harrelson', 'role': 'Second rôle', 'character': 'Haymitch Abernathy'}]","[{'name': 'Jennifer Lawrence', 'moyenne': 1148487}, {'name': 'Woody Harrelson', 'moyenne': 856816}]",1148487.0,1002651.5
"connasse, princesse des coeurs",509815.0,1199096,,,France,Comédie,2015-04-29,Tous publics,Gaumont,0,7,2.0,Camille Cottin,,15154,,845,,2015,509815,312,1634,43  %,cinema/images/posters/15154-20150329023448-0.jpg,"[{'id': '1015', 'name': 'Camille Cottin', 'role': 'Rôle principal', 'character': 'Camille, alias Connasse'}]","[{'name': 'Camille Cottin', 'moyenne': 372997}]",372997.0,372997.0
pacific rim,510094.0,1019101,Guillermo Del Toro,642086.0,Etats-Unis,Science Fiction,2013-07-17,Tous publics,Warner Bros.,1,5,1.0,Idris Elba,Ron Perlman,13067,452.0,844,Pacific Rim,2013,510094,641,796,50  %,cinema/images/posters/13067-20131227064004.jpg,"[{'id': '908', 'name': 'Idris Elba', 'role': 'Rôle principal', 'character': 'Stacker Pentecost'}, {'id': '836', 'name': 'Ron Perlman', 'role': 'Second rôle', 'character': 'Hannibal Chau'}]","[{'name': 'Idris Elba', 'moyenne': 1031062}, {'name': 'Ron Perlman', 'moyenne': 911315}]",1031062.0,971188.5
en avant,515381.0,943599,,,Etats-Unis,Animation,2020-03-04,Tous publics,Walt Disney Pictures,1,8,1.0,,,19456,,833,,2020,515381,579,890,55  %,cinema/images/posters/19456-20200229125216-0.jpg,"[{'id': '1010', 'name': 'Tom Holland', 'role': 'Voix-off', 'character': 'Ian'}, {'id': '840', 'name': 'Chris Pratt', 'role': 'Voix-off', 'character': 'Barley'}]","[{'name': 'Tom Holland', 'moyenne': 2643533}, {'name': 'Chris Pratt', 'moyenne': 1973562}]",2643533.0,2308547.5
l'incroyable hulk,517088.0,1022782,Louis Leterrier,1353727.0,Etats-Unis,Comicbook,2008-07-23,Tous publics,SND,1,5,1.0,"Edward Norton, Liv Tyler",,18,477.0,831,The Incredible Hulk,2008,517088,679,762,51  %,cinema/images/posters/np_18.jpg,"[{'id': '125', 'name': 'Edward Norton', 'role': 'Rôle principal', 'character': 'Bruce Banner/Hulk'}, {'id': '239', 'name': 'Liv Tyler', 'role': 'Rôle principal', 'character': 'Betty Ross'}]","[{'name': 'Edward Norton', 'moyenne': 668130}, {'name': 'Liv Tyler', 'moyenne': 1352661}]",1352661.0,1010395.5
99 francs,517322.0,1233503,Jan Kounen,416197.0,France,Comédie,2007-09-26,Tous publics,Pathé,1,4,1.0,Jean Dujardin,,173,416.0,830,99 Francs,2007,517322,407,1271,42  %,cinema/images/posters/p_5416.jpg,"[{'id': '186', 'name': 'Jean Dujardin', 'role': 'Rôle principal', 'character': 'Octave'}]","[{'name': 'Jean Dujardin', 'moyenne': 1376846}]",1376846.0,1376846.0
de l'autre côté du lit,517597.0,1792382,,,France,Comédie,2009-01-07,Tous publics,Mars Distribution,0,7,2.0,"Dany Boon, Sophie Marceau",,10447,,829,,2009,517597,578,895,29  %,cinema/images/posters/np_10447.jpg,"[{'id': '534', 'name': 'Dany Boon', 'role': 'Rôle principal', 'character': 'Hugo'}, {'id': '324', 'name': 'Sophie Marceau', 'role': 'Rôle principal', 'character': 'Ariane'}]","[{'name': 'Dany Boon', 'moyenne': 2401746}, {'name': 'Sophie Marceau', 'moyenne': 1103195}]",2401746.0,1752470.5
rango,519450.0,1259125,Gore Verbinski,1987433.0,Etats-Unis,Animation,2011-03-23,Tous publics,Paramount,2,6,1.0,,,11445,154.0,826,Rango,2011,519450,626,830,41  %,cinema/images/posters/11445-20110301090303.jpg,"[{'id': '185', 'name': 'Johnny Depp', 'role': 'Voix-off', 'character': 'Rango'}]","[{'name': 'Johnny Depp', 'moyenne': 1284078}]",1284078.0,1284078.0
chicken run,520026.0,3152330,Nick Park,993858.0,Etats-Unis,Animation,2000-12-13,Tous publics,Pathé,0,11,2.0,,,2406,943.0,825,Chicken Run,2000,520026,506,1028,17  %,cinema/images/posters/chickenrun.jpg,"[{'id': '254', 'name': 'Mel Gibson', 'role': 'Voix-off', 'character': 'Rocky'}, {'id': '142', 'name': 'Gérard Depardieu', 'role': 'Voix-off', 'character': 'Bernadette (voix française)'}, {'id': '497', 'name': 'Valérie Lemercier', 'role': 'Voix-off', 'character': 'Ginger (voix française)'}, {'id': '171', 'name': 'Josiane Balasko', 'role': 'Voix-off', 'character': 'Rocky (voix française)'}]","[{'name': 'Mel Gibson', 'moyenne': 1222652}, {'name': 'Gérard Depardieu', 'moyenne': 1310040}, {'name': 'Valérie Lemercier', 'moyenne': 1499262}, {'name': 'Josiane Balasko', 'moyenne': 955503}]",1499262.0,1343984.6666666667
un crime au paradis,520797.0,2137829,Jean Becker,1490407.0,France,Comédie,2001-02-28,Tous publics,UFD,0,8,3.0,"André Dussollier, Josiane Balasko, Jacques Villeret",,2098,172.0,824,Un crime au paradis,2001,520797,347,1501,24  %,cinema/images/posters/crimeparadis.jpg,"[{'id': '8', 'name': 'André Dussollier', 'role': 'Rôle principal', 'character': ''}, {'id': '171', 'name': 'Josiane Balasko', 'role': 'Rôle principal', 'character': ''}, {'id': '216', 'name': 'Jacques Villeret', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'André Dussollier', 'moyenne': 799227}, {'name': 'Josiane Balasko', 'moyenne': 955503}, {'name': 'Jacques Villeret', 'moyenne': 1030615}]",1030615.0,928448.3333333334
la french,521078.0,1530106,Cédric Jimenez,1288078.0,France,Thriller,2014-12-03,Tous publics,Gaumont,0,7,2.0,"Jean Dujardin, Gilles Lellouche",Benoît Magimel,14488,1035.0,823,La French (The Connection),2014,521078,644,809,34  %,cinema/images/posters/14488-20141129054729-0.jpg,"[{'id': '186', 'name': 'Jean Dujardin', 'role': 'Rôle principal', 'character': 'Le juge Pierre Michel'}, {'id': '701', 'name': 'Gilles Lellouche', 'role': 'Rôle principal', 'character': ""Gaëtan 'Tany' Zampa""}, {'id': '53', 'name': 'Benoît Magimel', 'role': 'Second rôle', 'character': 'Le Fou'}]","[{'name': 'Jean Dujardin', 'moyenne': 1376846}, {'name': 'Gilles Lellouche', 'moyenne': 898194}, {'name': 'Benoît Magimel', 'moyenne': 593227}]",1376846.0,956089.0
la nouvelle guerre des boutons,521424.0,1542231,Christophe Barratier,1596072.0,France,Comédie,2011-09-21,Tous publics,Mars Distribution,2,7,1.0,"Guillaume Canet, Gérard Jugnot, Kad Merad",,12330,723.0,822,La Nouvelle guerre des boutons (War of the Buttons (20.,2011,521424,539,967,34  %,cinema/images/posters/12330-20110823100800.jpg,"[{'id': '139', 'name': 'Guillaume Canet', 'role': 'Rôle principal', 'character': 'L’Instituteur'}, {'id': '144', 'name': 'Gérard Jugnot', 'role': 'Rôle principal', 'character': 'Père L’Aztec'}, {'id': '462', 'name': 'Kad Merad', 'role': 'Rôle principal', 'character': 'Père Lebrac'}]","[{'name': 'Guillaume Canet', 'moyenne': 868224}, {'name': 'Gérard Jugnot', 'moyenne': 1106164}, {'name': 'Kad Merad', 'moyenne': 1302759}]",1302759.0,1092382.3333333333
médecin de campagne,521744.0,1511258,,,France,Comédie dramatique,2016-03-23,Tous publics,Le Pacte,0,7,2.0,François Cluzet,,15757,,821,,2016,521744,418,1248,35  %,cinema/images/posters/15757-20160319081627-0.jpg,"[{'id': '130', 'name': 'François Cluzet', 'role': 'Rôle principal', 'character': 'Jean-Pierre Werner'}]","[{'name': 'François Cluzet', 'moyenne': 936250}]",936250.0,936250.0
l'appel de la forêt,522494.0,1258014,,,Etats-Unis,Aventure - Action,2020-02-19,Tous publics,Walt Disney Pictures,0,8,2.0,Harrison Ford,Omar Sy,19815,,820,,2020,522494,472,1107,42  %,cinema/images/posters/19815-20200215104649-0.jpg,"[{'id': '157', 'name': 'Harrison Ford', 'role': 'Rôle principal', 'character': 'John Thornton'}, {'id': '783', 'name': 'Omar Sy', 'role': 'Second rôle', 'character': 'Perrault'}]","[{'name': 'Harrison Ford', 'moyenne': 1549858}, {'name': 'Omar Sy', 'moyenne': 1789989}]",1789989.0,1669923.5
