title,image,date,broadcast_place,genres,certificate,synopsis,directors,scenarists,actors,average_notes_press,average_notes_spectators,nationality,distributor,awards,year_production,movie_type,language,entrance_number_fr
Comme un Chef,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/87/69/50/20017437.jpg,7 mars 2012,en salle,Comédie,Tout public,"Jacky Bonnot, 32 ans, amateur de grande cuisine, au talent certain, rêve de succès et de grand restaurant. La situation financière de son couple le contraint cependant d'accepter des petits boulots de cuistot qu'il n'arrive pas à conserver. Jusqu'au jour où il croise le chemin d'Alexandre Lagarde, grand chef étoilé dont la situation confortable est mise en danger par le groupe financier propriétaire de ses restaurants...",Daniel Cohen,"Olivier Dazat,Daniel Cohen","Jean Reno,Michaël Youn,Raphaëlle Agogué","2,0","2,7",France,Gaumont Distribution,1 prix et 5 nominations,2011,Long métrage,Français,346 519 entrées
Cinquante Nuances plus sombres,https://fr.web.img3.acsta.net/c_310_420/pictures/17/01/31/12/10/284981.jpg,8 février 2017,en salle,"Drame,Erotique,Romance",Interdit - 12 ans,"C’est un Christian blessé qui tente de reconquérir Anastasia. Cette dernière exige un nouveau contrat avant de lui laisser une seconde chance. Mais une ombre surgit du passé de Christian et plane sur les deux amants, déterminée à détruire un quelconque espoir de vie commune.",James Foley,Niall Leonard,"Dakota Johnson,Jamie Dornan,Bella Heathcote","1,5","2,4",U.S.A.,Universal Pictures International France,2 prix et 6 nominations,2017,Long métrage,Anglais,3 120 922 entrées
Forces spéciales,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/83/26/25/19777804.jpg,2 novembre 2011,en salle,"Action,Drame,Guerre",Tout public,"Afghanistan. Elsa Casanova, grand reporter, est prise en otage par les talibans. Devant l’imminence de son exécution, une unité des Forces Spéciales est envoyée pour la libérer. Dans des paysages à la fois hostiles et magnifiques, une poursuite impitoyable s’engage alors entre ses ex-ravisseurs qui n’entendent pas laisser leur proie leur échapper et ce groupe de soldats qui, au péril de leur vie, n’ont qu’un objectif : la ramener vivante. Entre cette femme de caractère et ces hommes de devoir, contraints d’affronter ensemble les pires dangers, vont se nouer des liens affectifs, violents, intimes…",Stephane Rybojad,Stephane Rybojad,"Diane Kruger,Djimon Hounsou,Benoît Magimel","1,2","3,3",France,StudioCanal,2 nominations,2011,Long métrage,"ARABIC, Français",204 606 entrées
L'Ecume des jours,https://fr.web.img6.acsta.net/c_310_420/pictures/14/01/24/11/49/372322.jpg,24 avril 2013,en salle,"Comédie dramatique,Fantastique",Tout public,"L’histoire surréelle et poétique d’un jeune homme idéaliste et inventif, Colin, qui rencontre Chloé, une jeune femme semblant être l’incarnation d’un blues de Duke Ellington. Leur mariage idyllique tourne à l’amertume quand Chloé tombe malade d’un nénuphar qui grandit dans son poumon. Pour payer ses soins, dans un Paris fantasmatique, Colin doit travailler dans des conditions de plus en plus absurdes, pendant qu’autour d’eux leur appartement se dégrade et que leur groupe d’amis, dont le talentueux Nicolas, et Chick, fanatique du philosophe Jean-Sol Partre, se délite.",Michel Gondry,"Michel Gondry,Luc Bossi","Romain Duris,Audrey Tautou,Gad Elmaleh","3,0","2,6",France,StudioCanal,1 prix et 7 nominations,2013,Long métrage,29/01/2014,861 627 entrées
Expendables : unité spéciale,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/78/57/80/19472891.jpg,18 août 2010,en salle,Action,Interdit - 12 ans,"Ce ne sont ni des mercenaires, ni des agents secrets. Ils choisissent eux-mêmes leurs missions et n'obéissent à aucun gouvernement. Ils ne le font ni pour l'argent, ni pour la gloire, mais parce qu'ils aident les cas désespérés.,Depuis dix ans, Izzy Hands, de la CIA, est sur les traces du chef de ces hommes, Barney Ross. Parce qu'ils ne sont aux ordres de personne, il devient urgent de les empêcher d'agir. Eliminer un général sud-américain n'est pas le genre de,que Barney Ross accepte, mais lorsqu'il découvre les atrocités commises sur des enfants, il ne peut refuser. Avec son équipe d'experts, Ross débarque sur l'île paradisiaque où sévit le tyran. Lorsque l'embuscade se referme sur eux, il comprend que dans son équipe, il y a un traître.,Après avoir échappé de justesse à la mort, ils reviennent aux Etats-Unis, où chaque membre de l'équipe est attendu. Il faudra que chacun atteigne les sommets de son art pour en sortir et démasquer celui qui a trahi...",Sylvester Stallone,"Sylvester Stallone,Dave Callaham","Sylvester Stallone,Jason Statham,Jet Li","2,8","2,9",U.S.A.,Metropolitan FilmExport,2 nominations,2010,Long métrage,"Anglais, Espagnol",1 645 513 entrées
Celle que Vous Croyez,https://fr.web.img2.acsta.net/c_310_420/pictures/19/01/11/09/30/0455654.jpg,27 février 2019,en salle,Drame,Tout public,"Pour épier son amant Ludo, Claire Millaud, 50 ans, crée un faux profil sur les réseaux sociaux et devient Clara une magnifique jeune femme de 24 ans. Alex, l’ami de Ludo, est immédiatement séduit. Claire, prisonnière de son avatar, tombe éperdument amoureuse de lui. Si tout se joue dans le virtuel, les sentiments sont bien réels. Une histoire vertigineuse où réalité et mensonge se confondent.",Safy Nebbou,"Safy Nebbou,Julie Peyr","Juliette Binoche,François Civil,Nicole Garcia","3,4","3,7",France,Diaphana Distribution,1 prix et 1 nomination,2018,Long métrage,Français,219 953 entrées
Yesterday,https://fr.web.img6.acsta.net/c_310_420/pictures/19/06/18/10/50/4755889.jpg,3 juillet 2019,en salle,"Comédie,Comédie musicale",Tout public,"Hier tout le monde connaissait les Beatles, mais aujourd’hui seul Jack se souvient de leurs chansons. Il est sur le point de devenir extrêmement célèbre.,Jack Malik est un auteur-compositeur interprète en galère, dont les rêves sont en train de sombrer dans la mer qui borde le petit village où il habite en Angleterre, en dépit des encouragements d’Ellie, sa meilleure amie d’enfance qui n’a jamais cessé de croire en lui. Après un accident avec un bus pendant une étrange panne d’électricité, Jack se réveille dans un monde où il découvre que les Beatles n’ont jamais existé… ce qui va le mettre face à un sérieux cas de conscience.",Danny Boyle,Richard Curtis,"Himesh Patel,Lily James,Ed Sheeran","3,5","3,7",Grande-Bretagne,Universal Pictures International France,2 prix et 1 nomination,2019,Long métrage,Anglais,678 617 entrées
Les Indestructibles 2,https://fr.web.img5.acsta.net/c_310_420/pictures/18/04/13/15/09/0323902.jpg,4 juillet 2018,en salle,"Aventure,Animation,Famille",Tout public,"Notre famille de super-héros préférée est de retour! Cette fois c’est Hélène qui se retrouve sur le devant de la scène laissant à Bob le soin de mener à bien les mille et une missions de la vie quotidienne et de s’occuper de Violette, Flèche et de bébé Jack-Jack. C’est un changement de rythme difficile pour la famille d’autant que personne ne mesure réellement l’étendue des incroyables pouvoirs du petit dernier… Lorsqu’un nouvel ennemi fait surface, la famille et Frozone vont devoir s’allier comme jamais pour déjouer son plan machiavélique.",Brad Bird,Brad Bird,"Gérard Lanvin,Craig T. Nelson,Déborah Perret","4,2","4,2",U.S.A.,The Walt Disney Company France,4 nominations,2018,Long métrage,Anglais,5 688 095 entrées
Du Vent dans mes mollets,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/85/83/20/20169197.jpg,22 août 2012,en salle,Comédie,Tout public,"Prise en sandwich entre des parents qui la gavent d'amour et de boulettes, Rachel, 9 ans, compte les minutes qui la séparent de la liberté. Jusqu'au jour où son chemin croise celui de l’intrépide Valérie.",Carine Tardieu,Carine Tardieu,"Agnès Jaoui,Denis Podalydès,Isabelle Carré","3,2","3,8",France,Gaumont Distribution,5 nominations,2011,Long métrage,Français,614 928 entrées
Mine de rien,https://fr.web.img3.acsta.net/c_310_420/pictures/20/01/23/09/03/4377710.jpg,26 février 2020,en salle,Comédie,Tout public,"Dans une région qui fut le fleuron de l'industrie minière, deux chômeurs de longue durée, ont l'idée de construire un parc d'attraction ""artisanal"" sur une ancienne mine de charbon désaffectée. En sauvant la mine et sa mémoire, ils vont retrouver force et dignité.",Mathias Mlekuz,"Mathias Mlekuz,Philippe Rebbot","Arnaud Ducret,Philippe Rebbot,Mélanie Bernier","3,3","2,3",France,Orange Studio Distribution / UGC Distribution,# prix,2019,Long métrage,Français,106 636 entrées
L'Elève Ducobu,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/79/86/48/19736959.jpg,22 juin 2011,en salle,Comédie,Tout public,"L’élève Ducobu s’est encore fait renvoyer d’une école. Cette fois, pour éviter de finir en pension, il n’a plus qu’une seule chance : réussir à Saint-Potache. Pour s’en sortir, ce cancre attachant va devoir se surpasser et mettre au point les tricheries les plus ingénieuses et les plus spectaculaires jamais imaginées. La partie est loin d’être gagnée car Mr Latouche, son redoutable professeur, est un adversaire coriace et Léonie, la première de la classe sur qui il tente de copier, ne va pas rester longtemps sous son charme…",Philippe de Chauveron,"Philippe de Chauveron,Marc de Chauveron","Vincent Claude,Juliette Chappey,Elie Semoun","2,1","2,0",France,UGC Distribution,5 nominations,2011,Long métrage,Français,1 469 741 entrées
Adèle Blanc-Sec,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/73/09/09/19410139.jpg,14 avril 2010,en salle,"Aventure,Policier",Tout public,"En cette année 1912, Adèle Blanc-Sec, jeune journaliste intrépide, est prête à tout pour arriver à ses fins, y compris débarquer en Égypte et se retrouver aux prises avec des momies en tout genre. Au même moment à Paris, c'est la panique ! Un œuf de ptérodactyle, vieux de 136 millions d'années, a mystérieusement éclos sur une étagère du Jardin des Plantes, et l'oiseau sème la terreur dans le ciel de la capitale. Pas de quoi déstabiliser Adèle Blanc-Sec, dont les aventures révèlent bien d'autres surprises extraordinaires...",Luc Besson,Luc Besson,"Louise Bourgoin,Gilles Lellouche,Mathieu Amalric","2,8","2,4",France,EuropaCorp Distribution,1 prix et 6 nominations,2010,Long métrage,Français,1 602 720 entrées
Vive la France,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/90/88/24/20415566.jpg,20 février 2013,en salle,Comédie,Tout public,"Muzafar et Feruz sont deux gentils bergers du Taboulistan… tout petit pays d’Asie centrale dont personne ne soupçonne l’existence. Afin de faire connaître son pays sur la scène internationale, le fils du président tabouli décide de se lancer dans le terrorisme «publicitaire» et de confier à nos deux bergers, plus naïfs que méchants, la mission de leur vie : détruire la Tour Eiffel ! Pour atteindre leur objectif, ils devront traverser le milieu le plus hostile qui soit : la France ! Une France, bien loin de l’Occident qu’on leur avait décrit : entre les nationalistes corses, les policiers zélés, les taxis malhonnêtes, les supporters violents, les employés râleurs, les serveurs pas-aimables, les administrations kafkaïennes et les erreurs médicales… rien ne leur sera épargné. Ils rencontreront heureusement Marianne, jeune et jolie journaliste qui, pensant qu’ils sont deux sans-papiers, les aidera à traverser ces épreuves et leur fera découvrir un autre visage de la France… Celui d’une terre d’accueil, magnifique et généreuse, où il fait si bon vivre. Vive la France !",Michaël Youn,"Michaël Youn,Dominique Gauriaud","José Garcia,Michaël Youn,Isabelle Funaro","1,8","2,1",France,Gaumont Distribution,2 nominations,2013,Long métrage,Français,1 103 659 entrées
Capitaine Phillips,https://fr.web.img6.acsta.net/c_310_420/pictures/210/407/21040713_20130919122153669.jpg,20 novembre 2013,en salle,"Drame,Thriller",Tout public,"Capitaine Phillips retrace l’histoire vraie de la prise d’otages du navire de marine marchande américain,, menée en 2009 par des pirates somaliens. La relation qui s’instaure entre le capitaine Richard Phillips, commandant du bateau, et Muse, le chef des pirates somaliens qui le prend en otage, est au cœur du récit. Les deux hommes sont inévitablement amenés à s’affronter lorsque Muse et son équipe s’attaquent au navire désarmé de Phillips. À plus de 230 kilomètres des côtes somaliennes, les deux camps vont se retrouver à la merci de forces qui les dépassent…",Paul Greengrass,Billy Ray,"Tom Hanks,Catherine Keener,Barkhad Abdi","3,5","4,2",U.S.A.,Sony Pictures Releasing France,1 prix et 23 nominations,2013,Long métrage,"Anglais, Somali",446 023 entrées
Elle s'appelait Sarah,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/72/82/00/19481411.jpg,13 octobre 2010,en salle,Drame,Tout public,"Julia Jarmond, journaliste américaine installée en France depuis 20 ans, enquête sur l'épisode douloureux du Vel d'Hiv.,En remontant les faits, son chemin croise celui de Sarah, une petite fille qui avait 10 ans en juillet 1942.,Ce qui n'était que le sujet d'un article devient alors, pour Julia, un enjeu personnel, dévoilant un mystère familial.,Comment deux destins, à 60 ans de distance, vont-ils se mêler pour révéler un secret qui bouleversera à jamais la vie de Julia et de ses proches ?,La vérité issue du passé a parfois un prix dans le présent...",Gilles Paquet-Brenner,"Serge Joncour,Gilles Paquet-Brenner","Kristin Scott Thomas,Mélusine Mayance,Niels Arestrup","3,3","4,1",France,UGC Distribution,1 prix et 5 nominations,2010,Long métrage,Français,805 368 entrées
Jurassic World: Fallen Kingdom,https://fr.web.img2.acsta.net/c_310_420/pictures/18/04/18/08/52/3826877.jpg,6 juin 2018,en salle,"Action,Aventure,Science Fiction",Tout public,"Cela fait maintenant trois ans que les dinosaures se sont échappés de leurs enclos et ont détruit le parc à thème et complexe de luxe Jurassic World. Isla Nublar a été abandonnée par les humains alors que les dinosaures survivants sont livrés à eux-mêmes dans la jungle. Lorsque le volcan inactif de l'île commence à rugir, Owen et Claire s’organisent pour sauver les dinosaures restants de l’extinction.  Owen se fait un devoir de retrouver Blue, son principal raptor qui a disparu dans la nature, alors que Claire, qui a maintenant un véritable respect pour ces créatures, s’en fait une mission. Arrivant sur l'île instable alors que la lave commence à pleuvoir, leur expédition découvre une conspiration qui pourrait ramener toute notre planète à un ordre périlleux jamais vu depuis la préhistoire.,",Juan Antonio Bayona,"Colin Trevorrow,Derek Connolly","Chris Pratt,Bryce Dallas Howard,Rafe Spall","3,3","3,3",U.S.A.,Universal Pictures International France,1 nomination,2018,Long métrage,Anglais,3 641 125 entrées
Amanda,https://fr.web.img6.acsta.net/c_310_420/pictures/18/10/17/16/34/3385152.jpg,21 novembre 2018,en salle,Drame,Tout public,"Paris, de nos jours. David, 24 ans, vit au présent. Il jongle entre différents petits boulots et recule, pour un temps encore, l’heure des choix plus engageants. Le cours tranquille des choses vole en éclats quand sa sœur aînée meurt brutalement. Il se retrouve alors en charge de sa nièce de 7 ans, Amanda.",Mikhaël Hers,"Mikhaël Hers,Maud Ameline","Vincent Lacoste,Isaure Multrier,Stacy Martin","4,0","3,9",France,Pyramide Distribution,4 nominations,2018,Long métrage,Français,260 742 entrées
