"Titre","URL","Démarrage","Entrées totales","Réalisateur","Producteur","Pays","Genre","Date de sortie","Classification","Distributeur","Rang toutes exploitations","Rang général","Rang 2008","Nb 1ère places hebdo","Nb semaines Top20","Meilleure place hebdo","Acteurs","Acteur principal","Acteur secondaire"
"le voyage de fanny","https://www.jpbox-office.com/fichfilm.php?id=15804&view=2","44 669","100 429","","","France","Drame","18/05/2016","Tous publics","Metropolitan","11 697","11 756","","0","2","13","[{""name"": ""Cécile De France"", ""role_type"": ""Second rôle"", ""character"": ""Mme Forman""}]","","Cécile De France"
"alabama monroe","https://www.jpbox-office.com/fichfilm.php?id=13724&view=2","44 103","197 413","","","Belgique","Drame","28/08/2013","Tous publics","Bodega Films","9 545","9 596","","0","3","17","","",""
"ni une, ni deux","https://www.jpbox-office.com/fichfilm.php?id=19201&view=2","44 702","78 591","","","France","Comédie","29/05/2019","Tous publics","Mars Distribution","12 384","12 448","","0","2","13","[{""name"": ""François-Xavier Demaison"", ""role_type"": ""Rôle principal"", ""character"": ""Jean-Pierre""}, {""name"": ""Mathilde Seigner"", ""role_type"": ""Rôle principal"", ""character"": ""Julie / Laurette""}]","François-Xavier Demaison, Mathilde Seigner",""
"salem","https://www.jpbox-office.com/fichfilm.php?id=23815&view=2","44 122","72 237","","","France","Drame","29/05/2024","Moins de 12 ans","Ad vitam","12 610","12 677","","0","2","9","","",""
"le démon de midi","https://www.jpbox-office.com/fichfilm.php?id=16217&view=2","44 728","71 465","","","France","Comédie","22/06/2005","Tous publics","Pathé","12 645","12 712","","0","1","16","[]","",""
"woman at war","https://www.jpbox-office.com/fichfilm.php?id=18265&view=2","44 167","198 093","","","Islande","Comédie","04/07/2018","Tous publics","Jour2Fête","9 533","9 584","","0","5","12","","",""
"mon frère est fils unique","https://www.jpbox-office.com/fichfilm.php?id=9853&view=2","44 271","143 631","","","Italie","Comédie","12/09/2007","Tous publics","Studiocanal","10 522","10 576","","0","0","-","","",""
"restless","https://www.jpbox-office.com/fichfilm.php?id=11782&view=2","44 762","80 172","Gus Van Sant","","Etats-Unis","Drame","21/09/2011","Tous publics","Sony Pictures","12 323","12 387","","0","1","18","[]","",""
"la chapelle du diable","https://www.jpbox-office.com/fichfilm.php?id=21108&view=2","44 287","66 401","","","Etats-Unis","Horreur","07/07/2021","Moins de 12 ans","Sony Pictures","12 851","12 920","","0","1","14","","",""
"lourdes (2019)","https://www.jpbox-office.com/fichfilm.php?id=19401&view=2","44 342","216 917","","","France","Documentaire","08/05/2019","Tous publics","Mars Distribution","9 239","9 286","","0","6","12","","",""
"rochester, le dernier des libertins","https://www.jpbox-office.com/fichfilm.php?id=937&view=2","44 086","50 075","","","Grande-Bretagne","Drame","25/01/2006","Tous publics","Metropolitan","13 622","13 695","","0","1","16","[{""name"": ""Johnny Depp"", ""role_type"": ""Rôle principal"", ""character"": ""le comte de Rochester""}, {""name"": ""Rosamund Pike"", ""role_type"": ""Second rôle"", ""character"": ""Elizabeth Malet""}, {""name"": ""John Malkovich"", ""role_type"": """", ""character"": """"}]","Johnny Depp","Rosamund Pike"
"denis","https://www.jpbox-office.com/fichfilm.php?id=13541&view=2","44 100","48 800","","","France","Comédie","01/05/2013","Tous publics","SND","13 696","13 769","","0","1","16","[{""name"": ""Fabrice Eboue"", ""role_type"": ""Rôle principal"", ""character"": ""Vincent""}, {""name"": ""Jean-Paul Rouve"", ""role_type"": ""Rôle principal"", ""character"": ""Denis""}, {""name"": ""Sara Giraudeau"", ""role_type"": ""Second rôle"", ""character"": ""Nathalie""}]","Fabrice Eboue, Jean-Paul Rouve","Sara Giraudeau"
"la comtesse","https://www.jpbox-office.com/fichfilm.php?id=11349&view=2","43 294","120 835","","","France","Drame","21/04/2010","Tous publics","Bac Films","11 068","11 126","","0","2","15","","",""
"la loi de murphy","https://www.jpbox-office.com/fichfilm.php?id=11044&view=2","44 118","51 938","","","France","Comédie","04/11/2009","Tous publics","Gaumont","13 511","13 581","","0","1","16","[{""name"": ""Pio Marmaï"", ""role_type"": ""Rôle principal"", ""character"": ""Elias""}, {""name"": ""Omar Sy"", ""role_type"": ""Second rôle"", ""character"": ""Joachim Ortega / le père de Joachim""}]","Pio Marmaï","Omar Sy"
"saving grace","https://www.jpbox-office.com/fichfilm.php?id=2557&view=2","43 387","116 840","","","Grande-Bretagne","Comédie","25/10/2000","Distribué par UFD","UFD","11 175","11 233","","0","1","15","","",""
"vertige","https://www.jpbox-office.com/fichfilm.php?id=10872&view=2","43 488","79 980","","","France","Horreur","24/06/2009","Moins de 12 ans","Gaumont","12 331","12 395","","0","2","17","","",""
"l'anglaise et le duc","https://www.jpbox-office.com/fichfilm.php?id=2195&view=2","44 133","247 657","Eric Rohmer","","France","Drame","05/09/2001","Distribué par Pathé","Pathé","8 840","8 887","","0","2","12","[]","",""
"adaptation","https://www.jpbox-office.com/fichfilm.php?id=1932&view=2","44 194","93 818","Spike Jonze","","Etats-Unis","Comédie","26/03/2003","Tous publics","Bac Films","11 883","11 944","","0","1","13","[{""name"": ""Nicolas Cage"", ""role_type"": ""Rôle principal"", ""character"": ""Charlie Kaufman / Donald Kaufman""}, {""name"": ""Meryl Streep"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Maggie Gyllenhaal"", ""role_type"": ""Apparition"", ""character"": ""Caroline Cunningham""}]","Nicolas Cage, Meryl Streep",""
"ken park","https://www.jpbox-office.com/fichfilm.php?id=1569&view=2","43 502","150 458","","","Etats-Unis","Drame","08/10/2003","Distribué par Pan-Européenne","Pan-Européenne","10 361","10 415","","0","1","15","","",""
"inside (2023)","https://www.jpbox-office.com/fichfilm.php?id=23161&view=2","43 573","76 531","","","Etats-Unis","Horreur","06/09/2023","Moins de 12 ans","KMBO","12 453","12 519","","0","2","8","","",""
"benny & joon","https://www.jpbox-office.com/fichfilm.php?id=4635&view=2","43 279","156 255","","","Etats-Unis","Comédie","21/07/1993","Tous publics","UIP","10 244","10 297","","0","1","8","[{""name"": ""Johnny Depp"", ""role_type"": ""Rôle principal"", ""character"": ""Sam""}, {""name"": ""Julianne Moore"", ""role_type"": """", ""character"": """"}]","Johnny Depp",""
"bacurau","https://www.jpbox-office.com/fichfilm.php?id=19628&view=2","42 605","100 583","","","Brésil","Horreur","25/09/2019","Moins de 12 ans","SBS Distribution","11 684","11 743","","0","2","16","","",""
"renaissance : a film by beyoncé","https://www.jpbox-office.com/fichfilm.php?id=23317&view=2","42 611","42 611","","","Etats-Unis","Documentaire","01/12/2023","Tous publics","Pathé","13 981","14 056","","0","1","14","","",""
"le peuple loup","https://www.jpbox-office.com/fichfilm.php?id=21454&view=2","42 627","185 852","","","Irlande","Animation","20/10/2021","Tous publics","Haut et Court","9 716","9 768","","0","2","15","","",""
"quartier vip","https://www.jpbox-office.com/fichfilm.php?id=929&view=2","43 376","60 204","","","France","Comédie","25/05/2005","Tous publics","Quinta Distribution","13 117","13 186","","0","1","11","[{""name"": ""François Berléand"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Johnny Hallyday"", ""role_type"": ""Rôle principal"", ""character"": ""Alex""}, {""name"": ""Pascal Legitimus"", ""role_type"": ""Rôle principal"", ""character"": """"}]","François Berléand, Johnny Hallyday, Pascal Legitimus",""
"le grand jeu (2015)","https://www.jpbox-office.com/fichfilm.php?id=15581&view=2","43 381","105 496","","","France","Thriller","16/12/2015","Tous publics","Bac Films","11 489","11 547","","0","1","18","[{""name"": ""André Dussollier"", ""role_type"": ""Rôle principal"", ""character"": ""Joseph""}, {""name"": ""Clémence Poésy"", ""role_type"": ""Rôle principal"", ""character"": ""Laura""}, {""name"": ""Melvil Poupaud"", ""role_type"": ""Second rôle"", ""character"": ""Pierre""}]","André Dussollier, Clémence Poésy","Melvil Poupaud"
"compartiment n°6","https://www.jpbox-office.com/fichfilm.php?id=21435&view=2","42 636","157 233","","","Finlande","Comédie dramatique","03/11/2021","Tous publics","Haut et Court","10 229","10 282","","0","2","18","","",""
"nuit blanche","https://www.jpbox-office.com/fichfilm.php?id=12464&view=2","42 683","56 862","","","France","Thriller","16/11/2011","Tous publics","Bac Films","13 281","13 351","","0","1","15","","",""
"l'intervention","https://www.jpbox-office.com/fichfilm.php?id=18962&view=2","43 497","61 225","","","France","Aventure - Action","30/01/2019","Tous publics","SND","13 063","13 132","","0","1","18","[{""name"": ""Josiane Balasko"", ""role_type"": ""Second rôle"", ""character"": ""Michèle Sampieri""}, {""name"": ""Vincent Perez"", ""role_type"": ""Second rôle"", ""character"": ""Général Favrart""}]","","Josiane Balasko, Vincent Perez"
"vermiglio ou la mariée des montagnes","https://www.jpbox-office.com/fichfilm.php?id=23992&view=2","42 686","42 686","","","Italie","Drame","19/03/2025","Tous publics","Paname Distribution","13 979","14 054","","0","1","17","","",""
"bouboule","https://www.jpbox-office.com/fichfilm.php?id=14680&view=2","42 703","65 048","","","France","Film familial","05/11/2014","Tous publics","ARP Selection","12 920","12 989","","0","1","19","","",""
"les hommes de l'ombre","https://www.jpbox-office.com/fichfilm.php?id=3821&view=2","43 591","86 306","Lee Tamahori","","Etats-Unis","Thriller","04/09/1996","Tous publics","-","12 113","12 175","","0","1","10","[{""name"": ""Nick Nolte"", ""role_type"": ""Rôle principal"", ""character"": ""Max Hoover""}, {""name"": ""Jennifer Connelly"", ""role_type"": ""Second rôle"", ""character"": ""Allison Pond""}, {""name"": ""John Malkovich"", ""role_type"": """", ""character"": """"}]","Nick Nolte","Jennifer Connelly"
"imposture","https://www.jpbox-office.com/fichfilm.php?id=10243&view=2","43 644","70 421","","","France","Thriller","25/05/2005","Tous publics","EuropaCorp","12 695","12 763","","0","2","10","[]","",""
"la vache et le président","https://www.jpbox-office.com/fichfilm.php?id=2542&view=2","42 083","158 541","","","France","Film familial","28/06/2000","Tous publics","GBVI","10 206","10 259","","0","3","9","","",""
"mortuary (2006)","https://www.jpbox-office.com/fichfilm.php?id=23298&view=2","42 109","57 966","","","Etats-Unis","Horreur","03/05/2006","Moins de 12 ans","Fabrique de Films","13 230","13 299","","0","0","-","","",""
"sex is comedy","https://www.jpbox-office.com/fichfilm.php?id=14672&view=2","42 124","90 955","","","France","Comédie dramatique","05/06/2002","Tous publics","Rezo Films","11 972","12 033","","0","2","12","","",""
"tabou","https://www.jpbox-office.com/fichfilm.php?id=2551&view=2","42 157","123 403","","","Japon","Comédie dramatique","17/05/2000","Distribué par Bac Films","Bac Films","10 992","11 049","","0","1","11","","",""
"mauvaise fille (2012)","https://www.jpbox-office.com/fichfilm.php?id=12984&view=2","42 660","63 661","","","France","Comédie dramatique","28/11/2012","Tous publics","ARP Selection","12 970","13 039","","0","1","14","[{""name"": ""Carole Bouquet"", ""role_type"": ""Rôle principal"", ""character"": ""Alice""}]","Carole Bouquet",""
"peter von kant","https://www.jpbox-office.com/fichfilm.php?id=22118&view=2","42 675","82 932","François Ozon","","France","Comédie dramatique","06/07/2022","Tous publics","Diaphana","12 221","12 284","","0","2","11","[{""name"": ""Isabelle Adjani"", ""role_type"": ""Rôle principal"", ""character"": ""Sidonie""}]","Isabelle Adjani",""
"nèg maron","https://www.jpbox-office.com/fichfilm.php?id=901&view=2","42 211","103 568","","","France","Drame","19/01/2005","Distribué par Mars Distribution","Mars Distribution","11 559","11 617","","0","2","17","","",""
"microbe et gasoil","https://www.jpbox-office.com/fichfilm.php?id=15343&view=2","42 712","96 325","Michel Gondry","","France","Comédie","08/07/2015","Tous publics","Studiocanal","11 820","11 881","","0","2","12","[]","",""
"sea, no sex and sun","https://www.jpbox-office.com/fichfilm.php?id=12803&view=2","42 245","66 800","","","France","Comédie","09/05/2012","Tous publics","Pathé","12 828","12 897","","0","2","14","","",""
"still the water","https://www.jpbox-office.com/fichfilm.php?id=14596&view=2","42 247","102 481","","","Japon","Romance","01/10/2014","Tous publics","Haut et Court","11 592","11 651","","0","1","16","","",""
"pour le meilleur et pour le rire","https://www.jpbox-office.com/fichfilm.php?id=1622&view=2","42 058","62 978","Shawn Levy","","Etats-Unis","Romance","09/07/2003","Tous publics","UFD","12 991","13 060","","0","2","12","[{""name"": ""Ashton Kutcher"", ""role_type"": ""Rôle principal"", ""character"": ""Tom Leezak""}]","Ashton Kutcher",""
"#spider-man : no way home - version longue","https://www.jpbox-office.com/fichfilm.php?id=22276&view=2","","68 193","Jon Watts","","Etats-Unis","Comicbook","07/09/2022","Tous publics","Sony Pictures","12 984","12 837","","0","2","12","[{""name"": ""Benedict Cumberbatch"", ""role_type"": ""Rôle principal"", ""character"": ""Docteur Strange""}, {""name"": ""Tom Holland"", ""role_type"": ""Rôle principal"", ""character"": ""Peter Parker / Spider-Man""}, {""name"": ""Willem Dafoe"", ""role_type"": ""Second rôle"", ""character"": ""Green Goblin""}, {""name"": ""Jamie Foxx"", ""role_type"": ""Second rôle"", ""character"": ""Max Dillon / Electro""}, {""name"": ""Andrew Garfield"", ""role_type"": ""Apparition"", ""character"": ""Peter Parker / Spider-Man""}, {""name"": ""Tobey Maguire"", ""role_type"": ""Apparition"", ""character"": ""Peter Parker / Spider-Man""}]","Benedict Cumberbatch, Tom Holland","Willem Dafoe, Jamie Foxx"
"héroïnes","https://www.jpbox-office.com/fichfilm.php?id=3524&view=2","42 152","59 956","Gérard Krawczyk","","France","Drame","27/08/1997","Distribué par GBVI","GBVI","13 136","13 205","","0","1","8","[{""name"": ""Virginie Ledoyen"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Edouard Baer"", ""role_type"": ""Second rôle"", ""character"": """"}]","Virginie Ledoyen","Edouard Baer"
"hola frida","https://www.jpbox-office.com/fichfilm.php?id=24448&view=2","41 531","111 969","","","France","Animation","12/02/2025","Tous publics","Haut et Court","11 301","11 359","","0","1","20","","",""
"bad buzz","https://www.jpbox-office.com/fichfilm.php?id=17073&view=2","41 548","49 323","","","France","Comédie","21/06/2017","Tous publics","EuropaCorp","13 663","13 736","","0","1","14","","",""
"peines d'amour perdues","https://www.jpbox-office.com/fichfilm.php?id=2559&view=2","42 169","115 689","Kenneth Branagh","","Grande-Bretagne","Musical","24/01/2001","Tous publics","Pathé","11 197","11 255","","0","2","12","[{""name"": ""Kenneth Branagh"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Kenneth Branagh",""
"rocky ii : la revanche","https://www.jpbox-office.com/fichfilm.php?id=7685&view=2","42 199","512 774","Sylvester Stallone","","Etats-Unis","Aventure - Action","06/02/1980","Tous publics","Artistes Associés","6 548","6 590","","0","0","-","[{""name"": ""Sylvester Stallone"", ""role_type"": ""Rôle principal"", ""character"": ""Rocky Balboa""}]","Sylvester Stallone",""
"un monde presque paisible","https://www.jpbox-office.com/fichfilm.php?id=1910&view=2","42 214","121 913","","","France","Drame","18/12/2002","Distribué par Films du Losange","Films du Losange","11 036","11 093","","0","2","12","[{""name"": ""Zabou Breitman"", ""role_type"": ""Rôle principal"", ""character"": ""Léa""}, {""name"": ""Denis Podalydès"", ""role_type"": ""Second rôle"", ""character"": """"}, {""name"": ""Vincent Elbaz"", ""role_type"": ""Second rôle"", ""character"": ""Léon""}]","Zabou Breitman","Denis Podalydès, Vincent Elbaz"
"le royaume des singes","https://www.jpbox-office.com/fichfilm.php?id=15127&view=2","41 711","61 329","","","Etats-Unis","Documentaire","11/11/2015","Tous publics","Walt Disney Pictures","13 061","13 130","","0","1","17","","",""
"elles (2012)","https://www.jpbox-office.com/fichfilm.php?id=12467&view=2","41 491","104 277","","","France","Drame","01/02/2012","Moins de 12 ans","Haut et Court","11 524","11 582","","0","2","15","[{""name"": ""Juliette Binoche"", ""role_type"": ""Rôle principal"", ""character"": ""Anne""}, {""name"": ""François Civil"", ""role_type"": ""Second rôle"", ""character"": ""Florent""}]","Juliette Binoche","François Civil"
"karnaval","https://www.jpbox-office.com/fichfilm.php?id=2839&view=2","41 494","171 517","","","France","Comédie","03/03/1999","Distribué par MK2 Diffusion","MK2 Diffusion","9 970","10 022","","0","2","14","[{""name"": ""Clovis Cornillac"", ""role_type"": ""Rôle principal"", ""character"": ""Christian""}, {""name"": ""Sylvie Testud"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Jean-Paul Rouve"", ""role_type"": ""Second rôle"", ""character"": """"}]","Clovis Cornillac, Sylvie Testud","Jean-Paul Rouve"
